Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season
SP1,13/01/08,Ath Madrid,Valencia,1,0,H,1,0,H,16,12,7,8,19,15,4,5,4,2,0,0,2.0,3.3,3.75,2007-2008
SP1,13/01/08,Betis,Getafe,3,2,H,2,0,H,8,23,3,10,33,17,3,8,2,3,0,0,2.35,3.25,3.0,2007-2008
SP1,13/01/08,Levante,Real Madrid,0,2,A,0,0,D,15,15,1,7,17,15,8,1,1,0,0,0,9.0,5.0,1.33,2007-2008
SP1,13/01/08,Osasuna,Santander,0,2,A,0,0,D,19,10,5,4,9,23,9,3,0,4,0,0,2.25,3.25,3.2,2007-2008
SP1,13/01/08,Valladolid,Recreativo,3,1,H,2,1,H,12,7,4,4,18,14,6,2,0,1,0,0,2.0,3.3,3.75,2007-2008
SP1,13/01/08,Villarreal,La Coruna,4,3,H,1,1,D,13,12,7,4,23,28,1,4,2,1,0,1,1.57,3.75,6.0,2007-2008
SP1,13/01/08,Zaragoza,Mallorca,2,2,D,2,1,H,13,12,7,5,20,13,9,5,2,4,0,0,1.95,3.4,3.8,2007-2008
SP1,19/01/08,Getafe,Sevilla,3,2,H,1,1,D,19,19,8,7,19,20,6,7,3,3,0,0,2.62,3.3,2.6,2007-2008
SP1,19/01/08,Villarreal,Valencia,3,0,H,1,0,H,12,5,7,2,14,21,4,5,1,2,0,0,2.0,3.3,3.75,2007-2008
SP1,20/01/08,Almeria,La Coruna,1,0,H,0,0,D,7,12,2,2,20,19,3,2,1,3,0,0,2.1,3.3,3.5,2007-2008
SP1,20/01/08,Ath Madrid,Real Madrid,0,2,A,0,2,A,19,8,6,5,24,15,7,5,5,4,0,0,2.75,3.3,2.5,2007-2008
SP1,20/01/08,Barcelona,Santander,1,0,H,1,0,H,12,9,2,1,10,19,5,2,1,2,0,0,1.28,5.25,11.0,2007-2008
SP1,20/01/08,Betis,Recreativo,1,1,D,0,0,D,12,13,4,4,22,13,4,7,2,1,0,0,2.1,3.3,3.5,2007-2008
SP1,20/01/08,Levante,Mallorca,2,2,D,1,1,D,10,13,6,4,13,16,4,6,3,1,0,0,3.2,3.25,2.25,2007-2008
SP1,20/01/08,Osasuna,Ath Bilbao,2,0,H,0,0,D,20,5,7,1,27,21,5,5,3,1,0,1,2.15,3.25,3.4,2007-2008
SP1,20/01/08,Valladolid,Espanol,2,1,H,2,0,H,8,15,5,6,20,23,5,8,1,3,0,0,2.4,3.25,2.9,2007-2008
SP1,20/01/08,Zaragoza,Murcia,3,1,H,1,0,H,13,11,7,3,24,18,5,9,2,0,0,0,1.72,3.5,5.0,2007-2008
SP1,26/01/08,Sevilla,Osasuna,2,1,H,0,0,D,18,6,8,4,14,22,9,5,4,5,0,2,1.57,3.75,6.0,2007-2008
SP1,27/01/08,Ath Bilbao,Barcelona,1,1,D,0,1,A,17,8,6,2,21,12,3,3,3,0,0,0,5.5,3.5,1.66,2007-2008
SP1,27/01/08,Espanol,Betis,1,2,A,0,1,A,15,18,5,5,14,22,6,5,1,0,0,0,1.9,3.2,4.5,2007-2008
SP1,27/01/08,La Coruna,Valladolid,3,1,H,1,0,H,12,12,8,6,21,12,3,6,2,0,0,1,2.5,3.3,2.75,2007-2008
SP1,27/01/08,Mallorca,Ath Madrid,1,0,H,1,0,H,10,9,5,2,24,19,7,6,2,3,0,1,2.62,3.2,2.7,2007-2008
SP1,27/01/08,Murcia,Levante,2,3,A,0,0,D,12,10,4,7,11,23,6,3,0,2,1,0,1.72,3.5,5.0,2007-2008
SP1,27/01/08,Real Madrid,Villarreal,3,2,H,1,1,D,18,15,12,4,13,19,9,12,1,2,0,0,1.5,4.0,7.0,2007-2008
SP1,27/01/08,Recreativo,Getafe,1,3,A,1,2,A,16,12,7,5,15,9,13,2,4,2,0,0,2.4,3.3,2.87,2007-2008
SP1,27/01/08,Santander,Zaragoza,2,2,D,1,0,H,11,6,3,4,16,14,6,3,1,3,0,0,2.25,3.3,3.1,2007-2008
SP1,27/01/08,Valencia,Almeria,0,1,A,0,1,A,9,4,4,1,23,17,6,3,3,4,0,0,1.61,3.6,6.0,2007-2008
SP1,2/2/2008,Almeria,Real Madrid,2,0,H,1,0,H,11,16,4,7,19,16,6,8,3,4,0,0,5.0,3.75,1.66,2007-2008
SP1,2/2/2008,Betis,La Coruna,0,1,A,0,1,A,12,11,0,5,18,12,7,6,3,4,0,0,2.05,3.25,3.75,2007-2008
SP1,3/2/2008,Ath Madrid,Murcia,1,1,D,0,0,D,13,9,4,4,20,30,4,3,3,4,0,0,1.5,4.0,7.0,2007-2008
SP1,3/2/2008,Barcelona,Osasuna,1,0,H,0,0,D,17,9,6,3,18,17,10,1,0,3,0,0,1.22,5.5,15.0,2007-2008
SP1,3/2/2008,Getafe,Espanol,0,1,A,0,1,A,20,6,5,3,14,15,8,3,1,4,0,0,2.1,3.3,3.5,2007-2008
SP1,3/2/2008,Levante,Santander,1,1,D,0,0,D,8,12,2,5,21,18,6,6,3,2,0,0,3.25,3.3,2.2,2007-2008
SP1,3/2/2008,Recreativo,Sevilla,1,2,A,0,1,A,14,15,3,7,25,16,5,3,4,2,1,1,3.25,3.3,2.2,2007-2008
SP1,3/2/2008,Valladolid,Valencia,0,2,A,0,0,D,15,5,6,2,17,22,7,1,1,3,0,0,2.25,3.3,3.2,2007-2008
SP1,3/2/2008,Villarreal,Mallorca,1,1,D,1,1,D,13,11,5,3,13,20,1,7,0,4,0,0,1.75,3.3,5.5,2007-2008
SP1,3/2/2008,Zaragoza,Ath Bilbao,1,0,H,1,0,H,12,12,3,4,21,16,5,2,2,4,0,1,1.83,3.4,4.5,2007-2008
SP1,9/2/2008,La Coruna,Getafe,1,1,D,1,0,H,6,12,0,3,19,15,6,4,2,1,0,0,2.37,3.25,3.0,2007-2008
SP1,9/2/2008,Murcia,Villarreal,0,1,A,0,0,D,8,8,2,1,13,22,6,3,2,4,0,0,3.1,3.3,2.3,2007-2008
SP1,9/2/2008,Sevilla,Barcelona,1,1,D,1,0,H,19,13,6,5,20,14,2,2,3,4,1,0,2.8,3.25,2.5,2007-2008
SP1,10/2/2008,Ath Bilbao,Levante,1,0,H,0,0,D,12,11,4,4,16,17,4,5,1,3,0,0,1.72,3.5,5.0,2007-2008
SP1,10/2/2008,Espanol,Recreativo,1,2,A,1,2,A,10,22,3,3,17,18,3,4,4,4,0,0,1.61,3.6,6.0,2007-2008
SP1,10/2/2008,Mallorca,Almeria,0,0,D,0,0,D,11,9,4,0,23,24,10,4,2,2,0,0,2.0,3.3,3.8,2007-2008
SP1,10/2/2008,Osasuna,Zaragoza,1,0,H,1,0,H,14,7,5,3,22,17,11,1,5,2,0,0,2.37,3.25,3.0,2007-2008
SP1,10/2/2008,Real Madrid,Valladolid,7,0,H,5,0,H,16,15,9,7,10,11,4,10,1,1,0,0,1.3,5.0,10.0,2007-2008
SP1,10/2/2008,Santander,Ath Madrid,0,2,A,0,0,D,11,17,4,12,19,11,9,4,0,2,0,0,2.5,3.25,2.8,2007-2008
SP1,10/2/2008,Valencia,Betis,3,1,H,2,0,H,12,12,6,4,14,21,8,3,3,5,0,0,1.72,3.5,5.0,2007-2008
SP1,16/02/08,Betis,Real Madrid,2,1,H,2,1,H,14,8,4,2,21,19,2,11,3,5,0,0,4.75,3.5,1.8,2007-2008
SP1,16/02/08,Espanol,Sevilla,2,4,A,1,2,A,15,10,8,6,25,16,10,3,3,3,1,0,2.5,3.3,2.75,2007-2008
SP1,16/02/08,Zaragoza,Barcelona,1,2,A,0,1,A,13,12,3,5,22,17,2,3,4,2,0,0,3.75,3.3,2.0,2007-2008
SP1,17/02/08,Almeria,Murcia,1,0,H,1,0,H,10,12,3,3,33,17,6,7,6,4,0,0,1.9,3.4,4.0,2007-2008
SP1,17/02/08,Ath Madrid,Ath Bilbao,1,2,A,1,2,A,14,13,3,5,18,22,2,5,4,2,1,0,1.61,3.75,5.5,2007-2008
SP1,17/02/08,Getafe,Valencia,0,0,D,0,0,D,16,7,4,2,14,19,3,2,3,3,0,1,2.4,3.4,2.8,2007-2008
SP1,17/02/08,Levante,Osasuna,2,1,H,0,1,A,10,15,4,5,26,24,6,3,4,3,0,0,2.87,3.4,2.37,2007-2008
SP1,17/02/08,Recreativo,La Coruna,3,2,H,0,1,A,10,14,4,4,22,23,7,2,4,3,1,0,2.3,3.25,3.1,2007-2008
SP1,17/02/08,Valladolid,Mallorca,1,1,D,1,0,H,16,11,6,6,17,14,6,6,1,1,0,1,2.25,3.25,3.2,2007-2008
SP1,17/02/08,Villarreal,Santander,0,0,D,0,0,D,12,18,1,1,12,15,9,7,1,3,0,0,1.83,3.5,4.33,2007-2008
SP1,23/02/08,Sevilla,Zaragoza,5,0,H,3,0,H,20,6,8,1,12,17,7,3,0,4,0,1,1.7,3.5,5.25,2007-2008
SP1,23/02/08,Valencia,Recreativo,1,1,D,1,0,H,23,7,11,4,13,23,7,3,1,6,0,0,1.75,3.4,5.25,2007-2008
SP1,24/02/08,Ath Bilbao,Villarreal,1,2,A,1,0,H,11,14,2,3,25,8,4,3,5,2,0,0,2.5,3.25,2.8,2007-2008
SP1,24/02/08,Barcelona,Levante,5,1,H,2,1,H,21,8,8,4,11,8,8,4,0,0,0,0,1.12,8.0,21.0,2007-2008
SP1,24/02/08,La Coruna,Espanol,2,0,H,2,0,H,16,11,9,2,17,14,8,1,3,1,0,0,2.4,3.3,2.87,2007-2008
SP1,24/02/08,Mallorca,Betis,1,1,D,0,0,D,19,9,4,2,16,16,3,3,1,4,0,0,2.0,3.3,3.75,2007-2008
SP1,24/02/08,Murcia,Valladolid,0,1,A,0,1,A,7,9,1,2,25,20,8,1,2,1,0,0,2.37,3.25,3.0,2007-2008
SP1,24/02/08,Osasuna,Ath Madrid,3,1,H,2,1,H,18,7,10,2,23,22,5,2,1,3,0,0,2.4,3.1,3.1,2007-2008
SP1,24/02/08,Real Madrid,Getafe,0,1,A,0,0,D,20,10,4,4,14,18,5,4,3,3,0,0,1.33,4.5,11.0,2007-2008
SP1,24/02/08,Santander,Almeria,1,0,H,0,0,D,16,4,6,0,11,21,10,5,1,1,0,2,2.1,3.25,3.5,2007-2008
SP1,1/3/2008,Ath Madrid,Barcelona,4,2,H,2,1,H,8,17,6,5,15,16,0,5,4,4,0,0,3.75,3.4,2.0,2007-2008
SP1,1/3/2008,Espanol,Valencia,2,0,H,1,0,H,17,10,4,6,19,17,3,6,2,6,0,1,2.4,3.3,2.87,2007-2008
SP1,1/3/2008,La Coruna,Sevilla,2,1,H,1,1,D,11,13,4,3,14,19,5,10,2,3,0,0,2.9,3.4,2.35,2007-2008
SP1,1/3/2008,Recreativo,Real Madrid,2,3,A,1,1,D,12,9,7,5,15,17,8,5,3,2,2,1,4.33,3.4,1.83,2007-2008
SP1,2/3/2008,Almeria,Ath Bilbao,1,1,D,0,0,D,12,14,2,6,25,21,8,7,4,7,0,0,2.2,3.25,3.25,2007-2008
SP1,2/3/2008,Betis,Murcia,4,0,H,2,0,H,16,13,9,6,16,12,8,3,1,2,0,0,1.83,3.4,4.5,2007-2008
SP1,2/3/2008,Getafe,Mallorca,3,3,D,2,1,H,13,11,6,8,25,20,2,5,2,0,0,1,2.05,3.4,3.5,2007-2008
SP1,2/3/2008,Levante,Zaragoza,2,1,H,1,0,H,9,8,5,2,17,17,5,4,1,2,0,0,3.2,3.3,2.2,2007-2008
SP1,2/3/2008,Valladolid,Santander,0,1,A,0,0,D,9,11,2,4,18,15,3,8,2,1,0,0,2.3,3.25,3.1,2007-2008
SP1,2/3/2008,Villarreal,Osasuna,0,0,D,0,0,D,14,11,2,1,17,20,8,4,3,4,0,0,1.7,3.6,5.0,2007-2008
SP1,8/3/2008,Real Madrid,Espanol,2,1,H,1,1,D,19,9,7,2,12,25,3,7,1,5,0,1,1.5,3.75,7.5,2007-2008
SP1,8/3/2008,Zaragoza,Ath Madrid,2,1,H,1,1,D,13,11,3,8,20,17,3,3,3,3,0,0,2.6,3.25,2.65,2007-2008
SP1,9/3/2008,Ath Bilbao,Valladolid,2,0,H,1,0,H,9,22,5,2,22,21,3,10,3,2,0,1,2.1,3.3,3.5,2007-2008
SP1,9/3/2008,Barcelona,Villarreal,1,2,A,0,1,A,9,8,4,4,22,18,10,2,5,4,0,0,1.5,4.2,6.0,2007-2008
SP1,9/3/2008,Mallorca,Recreativo,7,1,H,5,1,H,19,12,11,3,13,13,7,3,1,1,0,0,2.0,3.3,3.75,2007-2008
SP1,9/3/2008,Murcia,Getafe,0,3,A,0,0,D,8,5,3,3,18,13,6,1,4,1,0,0,2.75,3.25,2.5,2007-2008
SP1,9/3/2008,Osasuna,Almeria,2,1,H,2,1,H,11,12,4,3,17,23,11,7,4,4,0,0,2.1,3.3,3.5,2007-2008
SP1,9/3/2008,Santander,Betis,3,0,H,0,0,D,27,9,10,4,18,18,4,6,0,2,0,1,2.0,3.3,3.75,2007-2008
SP1,9/3/2008,Sevilla,Levante,2,1,H,1,1,D,20,9,10,4,16,15,10,2,3,5,0,0,1.22,6.0,13.0,2007-2008
SP1,9/3/2008,Valencia,La Coruna,2,2,D,2,2,D,10,18,4,5,15,13,4,7,1,2,0,0,1.8,3.5,4.5,2007-2008
SP1,15/03/08,Betis,Ath Bilbao,1,2,A,1,1,D,17,10,7,3,17,11,2,2,2,1,0,0,2.25,3.25,3.2,2007-2008
SP1,15/03/08,La Coruna,Real Madrid,1,0,H,0,0,D,6,9,2,0,15,9,3,4,3,2,0,0,3.75,3.3,2.0,2007-2008
SP1,15/03/08,Recreativo,Murcia,4,2,H,1,1,D,16,10,10,4,29,22,3,3,4,5,0,1,1.9,3.4,4.0,2007-2008
SP1,15/03/08,Valencia,Sevilla,1,2,A,0,2,A,16,14,3,4,20,14,10,3,2,3,0,0,2.5,3.3,2.75,2007-2008
SP1,16/03/08,Almeria,Barcelona,2,2,D,1,1,D,18,8,5,5,15,12,8,5,0,3,0,1,4.75,3.5,1.75,2007-2008
SP1,16/03/08,Ath Madrid,Levante,3,0,H,2,0,H,18,16,7,9,12,14,6,8,0,2,0,0,1.28,5.25,11.0,2007-2008
SP1,16/03/08,Espanol,Mallorca,2,1,H,0,1,A,9,15,6,4,20,15,2,15,0,3,0,1,2.1,3.25,3.6,2007-2008
SP1,16/03/08,Getafe,Santander,2,1,H,0,0,D,15,8,7,3,15,18,10,7,5,3,1,2,2.2,3.2,3.4,2007-2008
SP1,16/03/08,Valladolid,Osasuna,0,0,D,0,0,D,11,10,2,1,24,16,7,4,1,1,0,0,2.1,3.3,3.5,2007-2008
SP1,16/03/08,Villarreal,Zaragoza,2,0,H,1,0,H,7,18,4,5,17,21,1,14,0,3,0,0,1.72,3.6,4.75,2007-2008
SP1,22/03/08,Mallorca,La Coruna,1,0,H,1,0,H,10,7,6,1,18,16,5,6,2,2,0,1,2.2,3.3,3.25,2007-2008
SP1,22/03/08,Sevilla,Ath Madrid,1,2,A,0,1,A,11,10,2,2,17,16,5,3,3,4,1,0,1.85,3.6,4.0,2007-2008
SP1,23/03/08,Ath Bilbao,Getafe,1,0,H,1,0,H,16,10,7,1,26,14,5,9,3,4,0,0,2.2,3.3,3.25,2007-2008
SP1,23/03/08,Barcelona,Valladolid,4,1,H,1,1,D,18,11,11,2,12,18,4,4,1,1,0,0,1.22,6.0,12.0,2007-2008
SP1,23/03/08,Levante,Villarreal,1,2,A,0,1,A,14,10,2,3,16,13,4,2,0,2,0,0,4.75,3.6,1.72,2007-2008
SP1,23/03/08,Murcia,Espanol,4,0,H,1,0,H,15,8,6,1,17,15,5,2,3,1,0,0,3.1,3.25,2.3,2007-2008
SP1,23/03/08,Osasuna,Betis,0,1,A,0,0,D,19,7,6,3,17,17,6,2,1,3,1,0,2.05,3.3,3.6,2007-2008
SP1,23/03/08,Real Madrid,Valencia,2,3,A,1,1,D,27,13,13,6,15,17,5,3,3,1,0,0,1.5,3.8,7.25,2007-2008
SP1,23/03/08,Santander,Recreativo,2,0,H,0,0,D,14,7,3,2,13,23,5,7,1,3,0,1,1.9,3.4,4.0,2007-2008
SP1,23/03/08,Zaragoza,Almeria,1,1,D,0,0,D,11,7,3,4,16,22,10,4,1,3,1,0,1.8,3.6,4.33,2007-2008
SP1,29/03/08,Betis,Barcelona,3,2,H,0,2,A,13,13,8,5,18,12,3,3,2,0,0,0,4.75,3.6,1.72,2007-2008
SP1,29/03/08,Villarreal,Ath Madrid,3,0,H,2,0,H,12,6,6,1,20,13,6,5,2,1,0,0,2.0,3.4,3.75,2007-2008
SP1,30/03/08,Almeria,Levante,2,1,H,2,0,H,13,17,4,7,20,11,10,12,4,2,0,0,1.57,3.75,6.0,2007-2008
SP1,30/03/08,Espanol,Santander,0,3,A,0,2,A,14,12,5,7,17,23,5,5,0,2,0,0,2.1,3.3,3.5,2007-2008
SP1,30/03/08,Getafe,Osasuna,0,2,A,0,1,A,4,10,2,6,16,29,2,0,3,6,1,0,2.2,3.2,3.4,2007-2008
SP1,30/03/08,La Coruna,Murcia,3,1,H,1,1,D,16,8,7,3,14,16,7,2,2,2,0,0,1.8,3.4,4.75,2007-2008
SP1,30/03/08,Real Madrid,Sevilla,3,1,H,2,1,H,17,13,10,2,19,19,2,5,4,3,0,0,1.85,3.4,4.33,2007-2008
SP1,30/03/08,Recreativo,Ath Bilbao,1,1,D,1,0,H,15,10,1,2,24,17,11,7,1,5,1,0,2.37,3.3,2.9,2007-2008
SP1,30/03/08,Valencia,Mallorca,0,3,A,0,2,A,14,8,4,5,16,19,2,3,1,2,0,0,1.9,3.4,4.0,2007-2008
SP1,30/03/08,Valladolid,Zaragoza,2,1,H,0,1,A,10,4,4,1,23,18,8,1,3,2,0,1,2.35,3.3,3.0,2007-2008
SP1,5/4/2008,Mallorca,Real Madrid,1,1,D,0,1,A,13,14,2,6,20,17,5,2,3,2,0,1,3.4,3.4,2.1,2007-2008
SP1,5/4/2008,Osasuna,Recreativo,0,1,A,0,1,A,15,4,5,2,8,25,7,2,2,4,0,0,1.85,3.5,4.2,2007-2008
SP1,6/4/2008,Ath Bilbao,Espanol,1,0,H,1,0,H,8,17,1,3,22,25,4,6,5,4,0,0,2.2,3.25,3.3,2007-2008
SP1,6/4/2008,Ath Madrid,Almeria,6,3,H,4,3,H,23,8,11,5,16,14,9,5,1,0,0,2,1.61,3.75,5.5,2007-2008
SP1,6/4/2008,Barcelona,Getafe,0,0,D,0,0,D,19,11,2,4,14,9,9,3,2,1,0,0,1.33,4.75,9.5,2007-2008
SP1,6/4/2008,Levante,Valladolid,0,3,A,0,1,A,10,12,3,6,11,16,4,7,4,4,0,0,2.9,3.3,2.37,2007-2008
SP1,6/4/2008,Murcia,Valencia,1,0,H,1,0,H,6,3,2,1,2,2,0,3,5,3,0,0,2.9,3.3,2.37,2007-2008
SP1,6/4/2008,Santander,La Coruna,1,3,A,1,3,A,21,12,7,3,21,18,9,3,4,3,0,0,2.0,3.3,3.8,2007-2008
SP1,6/4/2008,Sevilla,Villarreal,2,0,H,1,0,H,19,11,9,3,18,19,8,4,2,6,0,1,2.1,3.4,3.4,2007-2008
SP1,6/4/2008,Zaragoza,Betis,0,3,A,0,2,A,22,9,7,5,16,17,7,4,4,1,0,0,1.95,3.3,4.0,2007-2008
SP1,12/4/2008,Recreativo,Barcelona,2,2,D,1,1,D,14,11,5,3,24,15,5,5,2,2,0,0,4.5,3.75,1.72,2007-2008
SP1,12/4/2008,Valencia,Santander,1,2,A,0,0,D,6,12,1,3,22,24,2,3,3,2,0,0,2.1,3.3,3.5,2007-2008
SP1,13/04/08,Almeria,Villarreal,1,0,H,0,0,D,19,4,7,1,17,15,10,4,3,1,0,1,3.2,3.25,2.25,2007-2008
SP1,13/04/08,Betis,Levante,0,1,A,0,0,D,13,17,2,5,19,13,9,4,3,4,0,0,1.44,4.2,7.5,2007-2008
SP1,13/04/08,Espanol,Osasuna,0,1,A,0,1,A,7,12,3,5,23,17,5,2,1,3,0,0,2.25,3.25,3.2,2007-2008
SP1,13/04/08,Getafe,Zaragoza,0,0,D,0,0,D,11,9,4,0,21,22,5,0,2,4,0,1,2.62,3.25,2.62,2007-2008
SP1,13/04/08,La Coruna,Ath Bilbao,3,0,H,1,0,H,20,11,7,4,9,13,5,4,3,2,0,0,2.1,3.4,3.4,2007-2008
SP1,13/04/08,Mallorca,Sevilla,2,3,A,0,1,A,16,14,7,4,20,27,8,4,3,2,0,0,2.8,3.4,2.4,2007-2008
SP1,13/04/08,Real Madrid,Murcia,1,0,H,0,0,D,17,6,4,0,15,29,3,0,4,3,1,0,1.22,6.0,12.0,2007-2008
SP1,13/04/08,Valladolid,Ath Madrid,1,1,D,0,0,D,18,10,5,3,18,17,4,2,4,4,0,0,2.62,3.3,2.62,2007-2008
SP1,19/04/08,Ath Madrid,Betis,1,3,A,1,1,D,19,11,2,5,15,17,11,6,4,4,0,0,1.61,3.6,6.0,2007-2008
SP1,19/04/08,Barcelona,Espanol,0,0,D,0,0,D,18,6,6,1,15,16,7,2,6,6,0,0,1.53,3.75,7.0,2007-2008
SP1,19/04/08,Sevilla,Almeria,1,4,A,0,1,A,23,13,8,6,18,19,13,2,3,3,1,0,1.5,3.8,7.5,2007-2008
SP1,19/04/08,Zaragoza,Recreativo,3,0,H,2,0,H,12,12,8,0,20,23,4,4,1,3,2,1,1.75,3.5,4.75,2007-2008
SP1,20/04/08,Ath Bilbao,Valencia,5,1,H,1,0,H,17,13,6,3,11,13,1,5,1,2,0,0,2.37,3.3,2.9,2007-2008
SP1,20/04/08,Levante,Getafe,3,1,H,2,0,H,17,8,7,2,22,14,6,0,1,1,0,0,3.25,3.3,2.2,2007-2008
SP1,20/04/08,Murcia,Mallorca,1,4,A,0,2,A,6,9,3,5,3,2,1,3,4,1,0,0,2.62,3.3,2.6,2007-2008
SP1,20/04/08,Osasuna,La Coruna,0,1,A,0,0,D,17,9,5,2,17,22,5,3,3,3,0,0,2.2,3.3,3.25,2007-2008
SP1,20/04/08,Santander,Real Madrid,0,2,A,0,1,A,15,15,2,5,10,16,9,4,4,1,0,0,2.9,3.25,2.4,2007-2008
SP1,20/04/08,Villarreal,Valladolid,2,0,H,1,0,H,14,13,8,2,12,16,0,7,2,2,0,0,1.66,3.5,5.5,2007-2008
SP1,26/04/08,La Coruna,Barcelona,2,0,H,0,0,D,24,10,6,1,16,17,4,2,1,4,0,0,2.87,3.3,2.4,2007-2008
SP1,26/04/08,Murcia,Sevilla,0,0,D,0,0,D,12,13,4,3,21,15,3,5,4,2,0,0,4.5,3.7,1.75,2007-2008
SP1,27/04/08,Betis,Villarreal,0,1,A,0,1,A,13,18,6,6,18,10,6,7,3,2,0,0,2.75,3.3,2.5,2007-2008
SP1,27/04/08,Espanol,Zaragoza,1,1,D,0,0,D,9,10,2,3,28,20,2,1,5,1,0,0,2.3,3.3,3.0,2007-2008
SP1,27/04/08,Getafe,Ath Madrid,1,1,D,1,1,D,7,14,2,4,19,26,7,7,3,5,0,0,2.9,3.3,2.37,2007-2008
SP1,27/04/08,Mallorca,Santander,3,1,H,0,0,D,13,11,3,4,18,18,5,2,3,1,0,0,2.3,3.25,3.1,2007-2008
SP1,27/04/08,Real Madrid,Ath Bilbao,3,0,H,1,0,H,27,20,11,7,15,18,9,5,2,2,0,0,1.4,4.33,8.5,2007-2008
SP1,27/04/08,Recreativo,Levante,2,0,H,2,0,H,13,10,7,0,22,16,4,9,2,2,0,0,1.53,3.8,6.5,2007-2008
SP1,27/04/08,Valencia,Osasuna,3,0,H,1,0,H,11,6,6,1,16,20,9,1,1,4,0,1,1.83,3.6,4.2,2007-2008
SP1,27/04/08,Valladolid,Almeria,1,0,H,0,0,D,17,12,7,3,15,18,9,4,3,2,0,0,2.1,3.3,3.5,2007-2008
SP1,3/5/2008,Ath Madrid,Recreativo,3,0,H,1,0,H,14,7,8,1,16,25,5,3,2,2,0,0,1.57,3.6,6.5,2007-2008
SP1,3/5/2008,Zaragoza,La Coruna,1,0,H,0,0,D,28,6,8,0,15,8,5,2,4,1,0,0,2.05,3.3,3.6,2007-2008
SP1,4/5/2008,Almeria,Betis,1,1,D,0,1,A,17,12,5,4,13,13,7,8,3,2,0,0,2.2,3.3,3.25,2007-2008
SP1,4/5/2008,Ath Bilbao,Mallorca,1,2,A,1,1,D,15,19,4,4,19,15,5,6,2,1,0,0,2.2,3.3,3.25,2007-2008
SP1,4/5/2008,Barcelona,Valencia,6,0,H,3,0,H,17,6,12,2,16,15,7,5,3,3,0,0,1.66,3.75,5.0,2007-2008
SP1,4/5/2008,Levante,Espanol,1,1,D,0,0,D,7,17,5,10,19,15,3,6,1,3,2,1,3.4,3.4,2.1,2007-2008
SP1,4/5/2008,Osasuna,Real Madrid,1,2,A,0,0,D,15,13,6,6,23,17,6,3,4,4,0,1,3.0,3.2,2.37,2007-2008
SP1,4/5/2008,Santander,Murcia,3,2,H,1,2,A,12,7,2,2,16,20,1,5,1,0,0,2,1.4,4.33,8.5,2007-2008
SP1,4/5/2008,Sevilla,Valladolid,2,0,H,2,0,H,8,4,3,1,5,9,2,1,1,4,0,0,1.44,4.33,7.0,2007-2008
SP1,4/5/2008,Villarreal,Getafe,2,0,H,2,0,H,18,15,9,4,16,16,4,6,1,3,0,0,1.72,3.6,4.75,2007-2008
SP1,7/5/2008,Betis,Valladolid,1,1,D,0,0,D,15,16,5,2,18,15,5,6,1,3,0,1,2.25,3.25,3.2,2007-2008
SP1,7/5/2008,Getafe,Almeria,4,2,H,1,2,A,16,8,8,5,13,22,11,2,3,5,0,0,1.85,3.4,4.33,2007-2008
SP1,7/5/2008,La Coruna,Levante,1,0,H,0,0,D,12,8,4,0,16,12,4,9,0,3,0,0,1.33,4.5,11.0,2007-2008
SP1,7/5/2008,Mallorca,Osasuna,2,1,H,1,0,H,9,9,2,5,14,10,4,5,1,4,0,1,2.1,3.3,3.5,2007-2008
SP1,7/5/2008,Murcia,Ath Bilbao,1,2,A,1,1,D,7,6,3,2,3,1,3,1,1,0,0,0,3.0,3.2,2.37,2007-2008
SP1,7/5/2008,Real Madrid,Barcelona,4,1,H,2,0,H,19,14,12,4,14,18,5,3,3,4,0,1,2.25,3.2,3.25,2007-2008
SP1,7/5/2008,Recreativo,Villarreal,0,2,A,0,0,D,15,7,6,3,29,16,3,1,5,5,0,0,3.0,3.2,2.37,2007-2008
SP1,7/5/2008,Santander,Sevilla,0,3,A,0,1,A,13,18,6,5,16,16,4,8,2,3,1,0,2.7,3.25,2.6,2007-2008
SP1,7/5/2008,Valencia,Zaragoza,1,0,H,1,0,H,13,11,6,4,20,28,5,4,3,4,1,0,2.1,3.3,3.5,2007-2008
SP1,8/5/2008,Espanol,Ath Madrid,0,2,A,0,2,A,8,18,1,5,14,20,3,5,3,3,0,0,3.4,3.25,2.15,2007-2008
SP1,11/5/2008,Almeria,Recreativo,0,2,A,0,2,A,3,6,0,2,10,4,3,3,0,1,0,0,2.62,3.3,2.6,2007-2008
SP1,11/5/2008,Ath Bilbao,Santander,0,0,D,0,0,D,9,5,2,0,23,18,5,3,4,6,0,0,2.6,3.3,2.62,2007-2008
SP1,11/5/2008,Ath Madrid,La Coruna,1,0,H,1,0,H,16,5,7,2,19,16,7,5,1,2,0,0,1.57,3.8,6.5,2007-2008
SP1,11/5/2008,Barcelona,Mallorca,2,3,A,1,0,H,12,22,4,9,17,11,6,9,1,2,1,0,1.57,3.75,6.0,2007-2008
SP1,11/5/2008,Betis,Sevilla,0,2,A,0,1,A,8,11,1,4,22,16,3,4,4,4,1,1,3.4,3.4,2.1,2007-2008
